0	148.463
9.77517e-06	148.295
1.95503e-05	147.791
2.93255e-05	146.96
3.91007e-05	145.812
4.88759e-05	144.361
5.8651e-05	142.628
6.84262e-05	140.636
7.82014e-05	138.411
8.79765e-05	135.982
9.77517e-05	133.381
0.000107527	130.643
0.000117302	127.804
0.000127077	124.901
0.000136852	121.972
0.000146628	119.054
0.000156403	116.187
0.000166178	113.406
0.000175953	110.747
0.000185728	108.245
0.000195503	105.93
0.000205279	103.832
0.000215054	101.977
0.000224829	100.386
0.000234604	99.0792
0.000244379	98.0708
0.000254154	97.3719
0.00026393	96.9892
0.000273705	96.9251
0.00028348	97.1779
0.000293255	97.7417
0.00030303	98.6066
0.000312805	99.7589
0.000322581	101.181
0.000332356	102.853
0.000342131	104.75
0.000351906	106.846
0.000361681	109.113
0.000371457	111.52
0.000381232	114.035
0.000391007	116.626
0.000400782	119.259
0.000410557	121.901
0.000420332	124.52
0.000430108	127.083
0.000439883	129.559
0.000449658	131.921
0.000459433	134.141
0.000469208	136.195
0.000478983	138.061
0.000488759	139.721
0.000498534	141.16
0.000508309	142.366
0.000518084	143.329
0.000527859	144.045
0.000537634	144.513
0.00054741	144.734
0.000557185	144.713
0.00056696	144.459
0.000576735	143.983
0.00058651	143.299
0.000596285	142.425
0.000606061	141.379
0.000615836	140.181
0.000625611	138.856
0.000635386	137.425
0.000645161	135.913
0.000654936	134.345
0.000664712	132.746
0.000674487	131.14
0.000684262	129.551
0.000694037	128.003
0.000703812	126.515
0.000713587	125.109
0.000723363	123.802
0.000733138	122.609
0.000742913	121.546
0.000752688	120.621
0.000762463	119.845
0.000772239	119.223
0.000782014	118.758
0.000791789	118.451
0.000801564	118.3
0.000811339	118.3
0.000821114	118.445
0.00083089	118.725
0.000840665	119.13
0.00085044	119.646
0.000860215	120.26
0.00086999	120.955
0.000879765	121.715
0.000889541	122.523
0.000899316	123.36
0.000909091	124.208
0.000918866	125.05
0.000928641	125.867
0.000938416	126.642
0.000948192	127.36
0.000957967	128.005
0.000967742	128.563
0.000977517	129.022
0.000987292	129.371
0.000997067	129.6
0.00100684	129.703
0.00101662	129.674
0.00102639	129.508
0.00103617	129.205
0.00104594	128.764
0.00105572	128.186
0.00106549	127.476
0.00107527	126.637
0.00108504	125.677
0.00109482	124.603
0.00110459	123.423
0.00111437	122.147
0.00112414	120.786
0.00113392	119.35
0.0011437	117.851
